-17.5	0
-16.5	0
-15.5	0
-14.5	0
-13.5	0
-12.5	0
-11.5	0.074
-10.5	0.61
-9.5	2.4
-8.5	7.1
-7.5	11
-6.5	9
-5.5	9.5
-4.5	28
-3.5	1.2e02
-2.5	2.4e02
-1.5	2.9e02
-0.5	2.8e02
0.5	2.8e02
1.5	2.9e02
2.5	2.4e02
3.5	1.2e02
4.5	28
5.5	9.5
6.5	9
7.5	11
8.5	7.1
9.5	2.4
10.5	0.61
11.5	0.074
12.5	0
13.5	0
14.5	0
15.5	0
16.5	0
17.5	0

