-0.305432619099008	0
-0.287979326579064	0
-0.270526034059121	0
-0.253072741539177	0
-0.235619449019234	0
-0.218166156499291	0
-0.200712863979348	0.023
-0.183259571459404	0.16
-0.165806278939461	0.61
-0.148352986419518	1.4
-0.130899693899574	1.8
-0.113446401379631	1.5
-0.095993108859688	1.7
-0.078539816339745	6.2
-0.061086523819801	20
-0.043633231299858	45
-0.026179938779915	49
0.026179938779915	49
0.043633231299859	45
0.061086523819802	20
0.078539816339745	6.2
0.095993108859689	1.7
0.113446401379632	1.5
0.130899693899575	1.8
0.148352986419518	1.4
0.165806278939462	0.61
0.183259571459405	0.16
0.200712863979348	0.023
0.218166156499292	0
0.235619449019235	0
0.253072741539178	0
0.270526034059121	0
0.287979326579065	0
0.305432619099008	0

