-0.305432619099008	0
-0.287979326579064	0
-0.270526034059121	0
-0.253072741539177	0
-0.235619449019234	0
-0.218166156499291	0
-0.200712863979348	0.074
-0.183259571459404	0.61
-0.165806278939461	2.4
-0.148352986419518	7.1
-0.130899693899574	11
-0.113446401379631	9
-0.095993108859688	9.5
-0.078539816339745	28
-0.061086523819801	120
-0.043633231299858	240
-0.026179938779915	290
0.026179938779915	290
0.043633231299859	240
0.061086523819802	120
0.078539816339745	28
0.095993108859689	9.5
0.113446401379632	9
0.130899693899575	11
0.148352986419518	7.1
0.165806278939462	2.4
0.183259571459405	0.61
0.200712863979348	0.074
0.218166156499292	0
0.235619449019235	0
0.253072741539178	0
0.270526034059121	0
0.287979326579065	0
0.305432619099008	0

