-0.305432619099008	0
-0.287979326579064	0
-0.270526034059121	0
-0.253072741539177	0
-0.235619449019234	0
-0.218166156499291	0
-0.200712863979348	1.04
-0.183259571459404	7.6
-0.165806278939461	69
-0.148352986419518	2.20e02
-0.130899693899574	3.30e02
-0.113446401379631	3.10e02
-0.095993108859688	3.30e02
-0.078539816339745	6.30e02
-0.061086523819801	2.10e03
-0.043633231299858	4.40e03
-0.026179938779915	5.60e03
0.026179938779915	5.60e03
0.043633231299859	4.40e03
0.061086523819802	2.10e03
0.078539816339745	6.30e02
0.095993108859689	3.30e02
0.113446401379632	3.10e02
0.130899693899575	3.30e02
0.148352986419518	2.20e02
0.165806278939462	69
0.183259571459405	7.6
0.200712863979348	1.04
0.218166156499292	0
0.235619449019235	0
0.253072741539178	0
0.270526034059121	0
0.287979326579065	0
0.305432619099008	0

